[0.00s -> 1.52s]  Wait, talk. I don't think people can hear you.
[2382.48s -> 2385.35s]  I don't know. It just never grabbed me for some reason. I don't know why
[2389.27s -> 2391.27s]  Reloading
[2393.15s -> 2398.87s]  Wait, do you reload and halo? Yeah, you do. Of course you do you shoot your battle rifle twice and then you reload
[2398.87s -> 2401.24s]  I mean that this is a huge deal, right?
[2411.36s -> 2413.36s]  I'm very excited
[2418.76s -> 2423.20s]  All right, I was thinking about doing the puke thing I was thinking about going them but I was like I don't want to do
[2423.20s -> 2436.71s]  That right now like people trying to watch you know, I like about Master Chief is he kills relentlessly
[2436.75s -> 2438.75s]  But also it's clear that he cares
[2441.00s -> 2457.39s]  Okay, imagine me like landed on his like head
[2462.49s -> 2464.49s]  That's all that's it
[2467.44s -> 2471.13s]  That's it
[2471.13s -> 2473.05s]  It's too early
[2473.05s -> 2478.96s]  So I need it
[2478.96s -> 2481.68s]  Hey, you know, you know how cool of a boss I would be
[2482.24s -> 2487.97s]  How cool of a boss would you be drama you'd come into my office and it would be like a
[2488.61s -> 2492.29s]  Transparent cup that has levels of like up here
[2492.29s -> 2495.29s]  There's a there's a line that says don't even think about talking to me
[2495.29s -> 2501.45s]  And then when the line is here and the coffees here, it's like maybe listening and then when it's down here the line right here
[2501.45s -> 2504.79s]  It's like now's time not now's time for you to talk
[2506.81s -> 2508.81s]  That's how you know, I'd be a cool boss
[2513.49s -> 2517.20s]  You
[2517.24s -> 2519.80s]  Okay, I don't know how to react
[2521.40s -> 2525.16s]  On successful deployment my deletion routine was supposed to complete
[2528.84s -> 2537.96s]  Good good something stopped your deletion. We need to find that Cortana or a new hollow girl
[2539.64s -> 2545.20s]  Just people this is change people are getting furious with us if we stop we don't stop talking right now no gameplay
[2545.20s -> 2566.04s]  No, bye. Stop talking. Of course. You can't have a halo game without multiplayer and on Xbox Series X
[2566.04s -> 2571.12s]  You'll be able to enjoy infinite's multiplayer action at up to 120 frames per second
[2571.78s -> 2579.54s]  Finally, I'm very happy to announce that halo infinite's first free-to-play multiplayer season and infinite story-driven campaign
[2579.62s -> 2582.00s]  We launched together this holiday
[2582.52s -> 2586.44s]  A new day is this a new generation
[2586.96s -> 2591.48s]  This is halo. I just gotta let you know people are sitting at their table right now
[2591.48s -> 2596.56s]  And they are contemplating whether to give this restaurant of our stream like a two-star review
[2597.28s -> 2600.58s]  Where we're getting there? I was letting you know we all need to be careful here
[2600.58s -> 2602.58s]  I just want to let that person know
[2602.70s -> 2608.18s]  That they're sitting in a virtual restaurant and the only thing letting them like stopping them from going to a better restaurant
[2608.34s -> 2610.34s]  They don't even have to stand up
[2610.62s -> 2615.62s]  They just click the special events where it says that under the stream and then like there's a whole bunch of options
[2616.42s -> 2619.82s]  You can just change the restaurant you're in. Yeah
[2620.58s -> 2624.66s]  Yeah, you said that like a fucking Denny's or something and you just you know what?
[2624.98s -> 2629.44s]  I'm really not into this like French toast grilled cheese. They just gave me
[2630.78s -> 2633.50s]  That one Applebee's you just teleport into the seat
[2634.30s -> 2638.90s]  Yeah, so like they put down the pancakes in front of you at Denny's and you're like how these don't look that good
[2638.94s -> 2643.62s]  You just you switch you switch the channel and there's a new tray of food in front of you already
[2644.98s -> 2651.01s]  But do you have to pay you would have to pay right?
[2651.77s -> 2654.38s]  Not no
[2654.38s -> 2655.94s]  No, maybe no
[2655.94s -> 2657.94s]  so what's stopping somebody from just going just
[2657.98s -> 2663.22s]  What about like the trolls that would just jump from restaurant to restaurant and order everything on the menu and just jump the galaxy?
[2663.22s -> 2664.94s]  Jump to the next restaurant
[2664.94s -> 2666.94s]  The customer is always right. Oh
[2668.14s -> 2675.90s]  right
[2675.90s -> 2700.31s]  Don't just run it all capitalism. Why are they talking? I would probably like payload twos multiplayer
[2701.13s -> 2710.57s]  I thought is this it always looked really fun to me. Well, it's free to play. So you're definitely gonna try it out, right?
[2712.70s -> 2721.38s]  That one looked always the most fun. What about it? Oh, no, just driving the cars around running over people
[2721.38s -> 2727.62s]  Oh, you can't do that in three, but it just seems cleaner. It seemed more fun. I've seen three
[2729.02s -> 2733.54s]  Shut up. I'm serious over Elden ring, right?
[2733.86s -> 2735.86s]  Stop talking. This is my why I'm here
[2735.90s -> 2740.94s]  As the Diablo figure wanders, I know there's five dude
[2741.62s -> 2743.53s]  game of the year
[2743.53s -> 2759.83s]  Must be stopped. It's my fucking like I'm ready
[2760.43s -> 2768.73s]  Are you not excited for this? I heard it's very good
[2771.45s -> 2783.36s]  Wow, I even have mixed feelings about my game of the year joke. I mean it looks great
[2785.36s -> 2788.96s]  It's so close one to one to the actual Diablo 2 that
[2789.44s -> 2796.16s]  The bugs that Diablo 2 has that like speedruns use it kept everything even like really weirdly obscure mechanical things
[2796.56s -> 2801.12s]  Really? So it's it's like as authentic of a remaster as you could possibly get
[2802.04s -> 2810.61s]  Because this is I've I've wanted this for a decade and a half at least
[2811.57s -> 2819.70s]  Well, see my only mixed feeling is that I I never stopped playing Diablo 2 so like a graphical update doesn't even
[2820.34s -> 2824.70s]  But don't you think this is important to remember here don't you think that
[2825.66s -> 2829.54s]  Having a Diablo 2 on the blizzard launcher
[2830.06s -> 2832.70s]  Means we'll get interesting updates to the game
[2833.26s -> 2839.85s]  No, you don't think they'll add stuff to it like items potentially really doubt they would add things to it
[2839.85s -> 2846.72s]  I feel like whenever you add things to a remaster the purists start complaining and then you you're afraid
[2846.90s -> 2852.35s]  Even look like even patches though even stuff that like people have been begging for well
[2852.35s -> 2855.91s]  That's what I mean is that they have bugs from Diablo 2 are
[2856.51s -> 2865.08s]  Remastered to be authentically bugged from like still so if they're not patching that they're not gonna what is happening on this?
[2865.08s -> 2870.72s]  I don't know is this is this by the is this me or is this the this is the stream, but he's my brother
[2871.50s -> 2874.13s]  And I would die remastered
[2875.89s -> 2878.33s]  This is not Diablo, but it just got louder
[2881.45s -> 2883.81s]  Why is this this got like 30% louder
[2884.69s -> 2898.15s]  My only concern would be able to remastered is that Diablo 2 has a whole bunch of mods, and I hope that
[2898.75s -> 2900.75s]  Blizzard doesn't restrict
[2900.75s -> 2904.79s]  Mods being able to make be made of the remastered because otherwise
[2905.35s -> 2908.43s]  To me do like actual Diablo 2 is still just gonna be better
[2909.19s -> 2910.39s]  hmm
[2910.39s -> 2924.18s]  Stir shut up stir shut dude this game came out like two years ago. It's the new games and cinematics no gameplay no buy
[2924.90s -> 2928.90s]  You
[2928.90s -> 2935.78s]  Give a bunch of policies apparently that I didn't know I have a lot of policies no gameplay no buy no chatter left behind
[2936.38s -> 2942.22s]  But what if what can we have one trailer where we don't talk just one this one?
[2942.22s -> 2947.02s]  Okay, ready is like the fourth time. They've shown this game, but this one. Let's just see if we can do it
[2948.58s -> 2950.82s]  But if we're gonna do it why this game?
[2952.58s -> 2954.58s]  Okay, okay
[2955.18s -> 2957.48s]  Let me ask you a question
[2957.52s -> 2966.76s]  When I am dead and Yara is burning, what exactly is your plan whole hands sing songs around the fire
[2991.37s -> 2993.37s]  It really was just like
[2993.49s -> 3000.28s]  I
[3029.64s -> 3039.24s]  Somebody said NBC comedy intro trailer like the music I was gonna say this music is a little oh
[3048.25s -> 3051.58s]  You know that they're killing people
[3053.69s -> 3058.29s]  Whatever happened in games where we honor the death of the fallen I want to play like crazy back, but you
[3059.17s -> 3067.86s]  know this is worse this is like an NBC compilation of all their comedy trailers and like and and and
[3068.18s -> 3074.52s]  Michael walks out just like it's happening. It's happening. Is Ubisoft really gonna make light of revolution
[3086.95s -> 3098.40s]  This is a lot of fun all right don't talk if I called it from the clouds, I'm gonna keep talking
[3099.08s -> 3108.26s]  onto drag knock online
[3108.26s -> 3115.14s]  Everybody's a slime rancher devs. Are you shooting me? Oh, I want a real. I want reaction for this one
[3158.43s -> 3160.43s]  It's too early for that shit
[3160.99s -> 3162.43s]  all right
[3162.43s -> 3164.43s]  Slime rancher was all do you play slime rancher?
[3164.75s -> 3169.65s]  Yeah, I love that would have been my game of the year if I played it when it was actually relevant
[3169.65s -> 3175.32s]  I can like 2017 or something right? Yeah, I think I played it too early
[3175.32s -> 3177.96s]  I never played like I loved it
[3178.96s -> 3183.32s]  When I played it, but it was very good. I'm actually really excited for that. That's I love that game, so let's see
[3195.93s -> 3201.80s]  It's been a while since we have had a real good snowboarding game, right? Oh
[3217.20s -> 3219.20s]  steep yes steep, but steep was uh
[3219.44s -> 3227.68s]  It was more than snowboarding game. It was a wingsuit game. I guess you could count that though
[3227.68s -> 3238.42s]  I get the appeal of snowboarding games and games like this
[3238.42s -> 3244.36s]  But I just can't play them because I end up trying to do a backflip for too long and don't land the third back flip
[3244.40s -> 3250.74s]  I mean, I get way too overzealous with the tricks on the snowboarding game, and I just fall down every time
[3259.08s -> 3266.57s]  You actually get to do that that'd be actually kind of fun if you could be the camera guy I
[3269.03s -> 3271.03s]  Okay, right that one down. I'm serious
[3271.55s -> 3275.98s]  Writing it down as if they if you can be the camera guy then I'm I need to play that
[3276.14s -> 3291.62s]  On my cart, I feel like atomic heart is going to be cyberpunk 2077 without all of the hype
[3294.99s -> 3296.99s]  Maybe better
[3310.37s -> 3322.96s]  This what is this song is it getting you pumped me kinda
[3323.38s -> 3338.21s]  It was 80s Russian pop. What was that? I won. I'm kind of curious about what that was
[3348.68s -> 3353.63s]  Hype meter fog meter just filled up 200. I don't have a fog meter
[3354.15s -> 3370.00s]  Haven't you made this tweet before where you're like, I'm you're one of those people that say you are sick of games that have pixels in them
[3373.23s -> 3378.02s]  Did I I feel like I feel like you've been there
[3378.64s -> 3383.76s]  Maybe because I was shocked that you would have one of the lowest forms of opinion. I
[3385.93s -> 3392.57s]  Think pixel part if done. Well, I'm pixel art can be I think it's like it has a big range
[3393.57s -> 3397.45s]  Yes, it's almost like you can arrange pixels and do like a lot of different things with them
[3397.45s -> 3403.03s]  I mean that this this is look this looks gore. This is gorgeous. Let me just say, okay
[3403.69s -> 3441.41s]  There's a range in pixel art. I'm very interested quiet write that one down, too
[3441.53s -> 3449.35s]  Okay, am I actually I didn't write down the last one. Why didn't I don't even remember what the last one was?
[3449.35s -> 3454.92s]  Why didn't you not write it down? I'll write this one down. What was the other one? I don't remember it was a snowboard game
[3455.06s -> 3459.07s]  No, it wasn't that was the one I told you to write down was a snowboard game
[3459.47s -> 3463.10s]  in the first year of grounded
[3465.15s -> 3467.15s]  Millions of players kept busy
[3469.21s -> 3472.59s]  With crafting it's a billions of players
[3481.10s -> 3487.30s]  Billions
[3490.02s -> 3494.46s]  To celebrate everyone at birth getting an account tied to their ID
[3505.02s -> 3507.94s]  But not those guys
[3511.52s -> 3513.52s]  Why have I never even heard of this
[3520.99s -> 3529.86s]  You should probably turn on arachnophobia mode, oh even her blob scares this of us
[3536.39s -> 3539.40s]  Or never go home
[3540.36s -> 3548.06s]  Oh, honey, I shrunk the kids right. Oh, and it looks like we added achievements to nice
[3549.00s -> 3551.00s]  Okay, I'm writing this one down. I
[3551.04s -> 3556.80s]  Would say this is what Jerma sees every day
[3557.28s -> 3561.10s]  Okay among us to
[3561.66s -> 3576.35s]  Enter the sauce guy. All right, so I'm gonna take a screenshot of this so I can pretend like I played it
[3576.79s -> 3584.40s]  Is that important so you can prove that I was in a different clothing. I threw up my backs
[3584.40s -> 3586.52s]  I just threw my back out. I just literally pulled the muscle my back
[3587.08s -> 3590.22s]  I'm worried about you
[3592.13s -> 3594.13s]  Like if you move you hurt yourself
[3594.13s -> 3600.24s]  Oh, I just pulled a muscle down the left side of my back cuz I've you hurt yourself putting on deodorant
[3600.72s -> 3606.35s]  That was stupid do the face
[3606.95s -> 3614.41s]  No, I did. I need to drink some more water. I got water right here
[3614.93s -> 3620.32s]  Yeah, I know what's happening right now. No gameplay. No, but I
[3621.00s -> 3650.84s]  What is it? I don't know. His stories will be it's like this 2d 3d thing is kind of cool looking though
[3652.68s -> 3654.68s]  Why am I doing that without eating fucking like
[3656.84s -> 3658.94s]  I
[3658.94s -> 3669.45s]  Yeah, and I don't know
[3673.56s -> 3675.56s]  I don't have a reaction for you
[3675.64s -> 3682.39s]  Wait, how did you see that before I did? I thought you were saying and what's your reaction Jeremy?
[3682.39s -> 3687.72s]  I didn't know that no, I'm I have the paid for stream that you actually had seconds in advance
[3687.72s -> 3690.90s]  Yeah, am I actually like 10 seconds behind?
[3692.53s -> 3696.21s]  You could try refreshing like that's better
[3703.17s -> 3705.17s]  No, what
[3705.49s -> 3713.62s]  There's like binaural audio
[3713.82s -> 3716.64s]  Yeah, I feel completely
[3717.08s -> 3719.08s]  explicit and I love the government now
[3719.88s -> 3725.21s]  That's the shit you listen to when like you really want to go to bed before a big event that you're really really excited for like
[3725.21s -> 3729.29s]  The first ever packs being a content creator and you couldn't fucking fall asleep
[3729.29s -> 3731.33s]  It was four or five or six a.m
[3731.33s -> 3737.53s]  And you had to be up at 11 and you just put on binaural beats in both ears fucking so pissed off that you can't
[3737.53s -> 3741.81s]  Go to bed and you just please fucking work so I can be go. I'm like a content creator now
[3742.69s -> 3760.24s]  Didn't work. I mean, I wanted I want to throw up question marks, but a lot of people are plus doing you
[3760.76s -> 3766.48s]  So I just I'm glad I just turned off the webcam right when I spilled coffee all over me. It just went all over me
[3767.32s -> 3782.18s]  You need to live in like in a home. You know what? I mean? I'm fine. Okay
[3783.10s -> 3789.44s]  No, I failed another
[3790.04s -> 3814.14s]  I'm fine. Yeah, I don't know about this game. I'm kind of bored of games taking place like on earth
[3814.78s -> 3817.64s]  You know what? I mean?
[3817.64s -> 3823.84s]  Like the entire universe is boring you so I think I'm just gonna be the opposite again
[3824.12s -> 3829.60s]  And say like any game that takes place on a planet. It's just I think a little overdone
[3829.60s -> 3831.60s]  I think I'm just I think I think we're just too spoiled
[3831.96s -> 3837.62s]  And I mean like there's been so many video games in the last two or three decades that all summer been so good
[3837.70s -> 3844.83s]  That's just like outer galactic exploration. Yeah, we both hate one because this is a planet in space
[3844.83s -> 3846.83s]  So like I'm just I'm over it
[3866.53s -> 3873.25s]  Suddenly and for no reason we added combat goons to our game. We needed shooting. I was intrigued until a moment ago
[3874.81s -> 3879.09s]  But this is but I we said you talked about this last year constant conflict
[3880.05s -> 3883.57s]  It has to be constant conflict
[3884.62s -> 3892.94s]  I think I'm being parody
[3898.85s -> 3902.57s]  Silhouette because the developers haven't finished the design
[3903.13s -> 3912.32s]  Finished the story or finished any gameplay that's actually ready to show in fact, the only thing they have finished
[3913.12s -> 3917.02s]  Is the title?
[3918.06s -> 3926.26s]  Wait, really? Why?
[3932.30s -> 3937.74s]  No gameplay. No, bye. I played the first I played through the whole first one. It was
[3939.55s -> 3947.19s]  Okay, it was fun. I mean that we're getting it too. I feel like they there's isn't a DLC that is still making for the first one
[3947.75s -> 3962.45s]  Yeah, there are. Yep. They are. That's what I mean. Like it's
[3962.97s -> 3977.16s]  It seems pretty this is really close to having a second one. I also feel like
[3977.92s -> 3980.18s]  You would probably like flight simulator
[3980.78s -> 3984.23s]  You kind of really don't do much
[3984.27s -> 3992.28s]  Like a one-button kind of game. What's that supposed to mean? This just seems like the game that you seem to like
[3992.96s -> 3997.38s]  like
[3997.38s -> 4001.01s]  Like those euro truck simulators to you probably really enjoy
[4001.77s -> 4005.93s]  Earth game resident sleeper earth game
[4006.57s -> 4008.57s]  Yeah
[4019.01s -> 4024.77s]  Constant conflict right? Yeah, these planes are in constant cut they're in competition to get there. Do you see how many there were I
[4032.89s -> 4038.37s]  Don't I was I was honestly curious about your opinion and why you would or would not like this and I feel like you just deflected
[4038.37s -> 4043.82s]  I would probably like it. I don't not saying I wouldn't when it came out
[4043.82s -> 4046.38s]  I just don't think I had a good enough graphics card to be able to play it. Oh
[4054.81s -> 4062.69s]  Is this top gun actually might be
[4080.46s -> 4083.98s]  Do it do it do me a favor do me a hit pause on your on your hit pause on your stream
[4083.98s -> 4086.46s]  No, just do it. Just do it. Just do it, but just please do it ready, right?
[4086.46s -> 4089.02s]  Ready pause the pause ready one two three
[4090.22s -> 4092.22s]  four five
[4092.34s -> 4097.04s]  No, I'm back. You were you were not that far behind me. I was I was it really was
[4097.56s -> 4100.12s]  Can we both just press refresh at the same time?
[4100.48s -> 4102.54s]  But I'm
[4102.54s -> 4106.48s]  Capturing the browser. All right. Let's tell me what you see. So am I
[4107.16s -> 4112.22s]  Rain, I see cactuses. I see rocks
[4112.74s -> 4114.87s]  grass a car
[4114.87s -> 4120.66s]  You see how do you see a car? Oh, I'm pausing for like you're so far behind you are so far
[4120.66s -> 4128.46s]  All right. How do I refresh this f5 on all browsers? I'm not I'm not I'm capturing the actual like embedded. Oh
[4129.22s -> 4130.78s]  That's what you mean
[4130.78s -> 4132.78s]  Yeah, no, then I just pause more
[4133.14s -> 4142.86s]  When the splash screen comes up that says like the name of the game like car driver
[4143.98s -> 4145.98s]  Atlantic tell me okay
[4146.54s -> 4159.30s]  Low latency mode. I do have low latency mode on yeah. All right, so the Jeep just went through the outdoor car wash
[4159.74s -> 4167.93s]  Just getting on the road doing things that are gonna get us absolutely arrested pulled over illegal. What else that's the whole trailer
[4167.93s -> 4172.89s]  I think I'm behind you now. Wait, hold on. We'll find out
[4173.61s -> 4194.65s]  Inside the car both of us. They say both paws on the title
[4195.25s -> 4204.33s]  Posing I'm on the title. I'm so far ahead of you. I'm paused on the title. Yeah, I
[4206.46s -> 4211.62s]  Go, I don't think pausing will fix it. Wait, wait, no, no, no, just refresh it. I refreshed. I'm good
[4211.62s -> 4216.06s]  I can't wait to show you what we've been working on. I'm like live now. I think
[4216.66s -> 4220.94s]  Oh your streams live. No, like I think I'm like live like I'm getting the live feed
[4222.94s -> 4224.94s]  Whatever I'll just like delay my reaction
[4225.54s -> 4229.70s]  largest and most diverse open world ever in a Forza Horizon game
[4230.46s -> 4235.34s]  And there is no better car to explore it than the stunning. Oh, what's your opinion on cars?
[4236.82s -> 4244.66s]  Um in unparalleled detail, they did look nice in Forza Vista. Thanks to the power. That's a pretty humble opinion for someone who drives a Ferrari
[4248.04s -> 4255.07s]  I've invited along some of the team to help you I can do that some of the amazing content that's waiting for you in Forza
[4255.07s -> 4257.07s]  Like seriously, that's fucking so annoying
[4261.07s -> 4263.07s]  Hey Mike
[4263.95s -> 4270.45s]  Hey, what's up Mike and we also have Abraham with us as well. He's one of the talented actors who will be appearing in the game
[4272.35s -> 4276.55s]  When you were riding around me fucking sir should have a lot to say about how cool it was and
[4277.87s -> 4280.69s]  Now you want to like talk shit. That's fine. You campaign well
[4284.27s -> 4287.63s]  You made a bunch of comments about the sun roof and how fucking cool that was I
[4288.51s -> 4293.59s]  Mean it was cool. I'm just saying that your opinion on cars is like
[4294.47s -> 4297.19s]  You're really not that into them to be a guy in a Ferrari
[4298.39s -> 4300.39s]  You know, I don't think you appreciate it
[4314.60s -> 4321.66s]  That's a peek at our adventurous campaign but Forza Horizon has always been a game that's best enjoyed with others
[4322.22s -> 4324.86s]  Let's go and see what some of our other players are up to
[4325.58s -> 4329.86s]  The Xbox series consoles allow us to capture every last detail
[4329.98s -> 4333.50s]  What are they up to the individual needles on these cholla cactus?
[4334.02s -> 4336.96s]  What is what you told me to wait a second? I'm like waiting for you
[4338.70s -> 4341.70s]  Because it was like the e3 we're like people talking
[4343.06s -> 4347.28s]  Yeah, cars, but it's like the fake multiplayer like we were talking
[4349.14s -> 4352.98s]  This is one of my favorite things about e3 is when you have the like fake gamer moment
[4353.14s -> 4357.94s]  Especially when you have people communicating over voice and they say all the things that no one would ever say
[4360.66s -> 4368.47s]  Let's watch let's leave Maddie for a moment and head out to the coast and meet Don
[4369.19s -> 4373.99s]  Don is already on the move exploring this idyllic seaside town
[4374.37s -> 4382.03s]  This is a recreation of Mexico that is honest authentic and filled with love. That's why is there somebody fucking gameplay? Oh
[4382.37s -> 4384.09s]  Hey, what's up?
[4384.13s -> 4387.73s]  This is a mural by Mexican artist Farid Rueda
[4388.13s -> 4394.01s]  Just one of the many beautiful faithful pieces of Mexico. You'll find all over for to horizon five
[4397.40s -> 4404.02s]  Like oh, let's check on see what what's dawn up to
[4408.46s -> 4410.90s]  Fuck you doing who are you? Why are you in my game?
[4411.54s -> 4415.46s]  Using photogrammetry data captured on location atop an active
[4415.74s -> 4422.14s]  Mexican volcano the entire world has been recreated at this level of detail. I'm not really feeling this one
[4424.54s -> 4426.54s]  It's just another earth game
[4429.86s -> 4434.46s]  That I just actually looks good consoles, but I mean the actual graphics
[4435.74s -> 4441.46s]  I'm really yeah, I'm very happy that consoles have caught up to what PCs could do like six years ago
[4441.46s -> 4443.46s]  Because
[4443.78s -> 4447.06s]  Games have been looking good lately cities anywhere in the world
[4447.38s -> 4451.66s]  It's a colorful undulating city full of vibrant architecture
[4451.66s -> 4459.02s]  Yeah, even has a sprawling network of tunnels and these twisting turning, but it's a box that you buy once every eight years
[4462.14s -> 4465.78s]  Is usually under four or five hundred dollars the eliminator
[4466.90s -> 4469.62s]  Yeah, but you have to pay for your internet on it separately
[4472.46s -> 4477.94s]  Open-world let's head north to the can we mean the horizon so if you want to play online games
[4477.94s -> 4484.20s]  Don't you need like a PlayStation plus subscription HDR camera rig captured 24-hour shoots?
[4486.20s -> 4488.68s]  Four years if you're paying $15 a month
[4489.52s -> 4491.52s]  How much was it?
[4492.20s -> 4494.20s]  You have to pay for internet no matter what
[4494.68s -> 4501.28s]  Well, why is the internet I'm talking about like a beast computer that can run insane ultra settings is usually more than a thousand
[4501.32s -> 4503.32s]  1500 bucks in it
[4503.80s -> 4509.64s]  Run like a game on like ultra and have it be the look good. You need like a pretty beefy computer
[4512.60s -> 4519.16s]  Not really anymore actually well, okay, you know what I mean, I'm not gonna argue that they aren't more expensive than
[4521.56s -> 4523.56s]  It's actually gone a lot cheaper
[4532.28s -> 4538.72s]  Knows that bill loves minigames so intelligently prompts Sierra to invite bill and 80 I don't have 1080
[4541.80s -> 4546.32s]  With that horizon arcade minigames starting soon all of our players are coming together
[4547.72s -> 4549.72s]  For a second I thought these are people
[4552.84s -> 4554.84s]  Oh gamer track
[4556.72s -> 4560.96s]  Our players now have to work together to find and pop as many as they can
[4561.28s -> 4563.28s]  Okay, go up here to the left
[4569.77s -> 4571.77s]  You know what I figured out about this
[4572.25s -> 4576.41s]  These these people are all streaming the game. That's what I figured out
[4576.41s -> 4578.61s]  We're going over to the stage because when you stream a video game
[4578.61s -> 4583.81s]  This is an inside information you guys you you have to say everything you fucking doing because you're terrified of dead silence is
[4584.53s -> 4587.25s]  Going through the balls incredible. Whoa big turn
[4587.73s -> 4593.51s]  You watch out you don't have to though you do though you do you can be comfortable with silence
[4595.33s -> 4601.13s]  They're all screaming the game they're all making videos streaming I think they'd be louder
[4602.33s -> 4603.49s]  Okay
[4603.49s -> 4605.18s]  Yeah
[4605.18s -> 4608.18s]  Forza Horizon 5 is the largest most fun
[4609.22s -> 4611.30s]  I was gonna make a really specific
[4612.30s -> 4616.86s]  Example reference showcase for the X what it's seven like seven years. I'm just gonna let them go
[4619.14s -> 4623.18s]  Thank you. When is it gonna end? I'll see you all in this. It's a big deal for a lot of people
[4624.02s -> 4636.65s]  Team Xbox is on a mission to bring the joy and community of gaming to everyone on the planet
[4636.89s -> 4641.05s]  That's why you the gamer are at the center of everything we do
[4641.69s -> 4644.17s]  Today we showed you 30 games
[4645.09s -> 4647.93s]  27 of them will be available on Xbox game pass
[4648.49s -> 4652.85s]  Now through the end of the year you can look forward to back-to-back
[4653.25s -> 4654.81s]  Monthly releases
[4654.81s -> 4662.37s]  Landing day one on game pass led by five new titles from Xbox game studios as well as highly
[4662.81s -> 4670.13s]  Anticipated games like back for blood 12 minutes and the ascent and as we look ahead to next year
[4670.13s -> 4675.21s]  I'm inspired by the creativity of Bethesda and Xbox game studios
[4676.25s -> 4680.05s]  We showed you the highly anticipated RPG starfield
[4680.89s -> 4682.89s]  Coming exclusively to Xbox
[4683.29s -> 4689.17s]  But we all know that some of the industry's best RPG storytellers working on about
[4689.29s -> 4697.03s]  They're still making a fable that's not canceled fallout 76. I think so the outer worlds to I mean apparently elder scrolls six
[4698.05s -> 4704.63s]  We unveiled the stunning multiplayer mode for the world's most beloved shooter in Halo infinite
[4705.13s -> 4708.21s]  Adding to the roster of iconic Xbox shooters
[4708.81s -> 4713.65s]  Alongside Wolfenstein years of war perfect dark in doom
[4714.37s -> 4720.81s]  We premiered the most everybody said why is he nodding and listening so intently he doesn't even have an xbox
[4720.81s -> 4726.81s]  You have vibrant and authentic depiction of me. I don't know in a game. What does Xbox games come to PC?
[4728.73s -> 4735.29s]  Ten is hard at work on the next what's the motors also apparently you just love Phil our growing family
[4735.97s -> 4740.81s]  Smart guy studios is devoted to advancing the medium. We all love
[4742.03s -> 4747.19s]  That camera change was perfect has been here for 20 years and that's because of you
[4747.63s -> 4754.69s]  Our team strives to make Xbox a place where you'll find the greatest games the most dedicated
[4755.19s -> 4757.89s]  developers and the most passionate community
[4758.59s -> 4763.07s]  Together we all make Xbox coming up the best place to play
[4764.07s -> 4765.67s]  Before I go
[4765.67s -> 4767.55s]  There's one more thing
[4767.55s -> 4770.30s]  Take a look at this brand new
[4770.94s -> 4778.02s]  Original game from the arcane team at Bethesda the studio that created prey and dishonored
[4779.18s -> 4785.70s]  Arcane created something new for them an open world immersive shooter that you can play alone
[4786.10s -> 4792.42s]  Or with your friends and like starfield death loop this game will be an xbox
[4792.90s -> 4794.34s]  exclusive
[4794.34s -> 4810.96s]  the death loop
[4811.00s -> 4826.56s]  probably
[4839.71s -> 4843.75s]  I'm sorry. I've seen five distinct four distinct characters, but it's about a real
[4853.16s -> 4856.72s]  Piper with a sans eye I'm interested
[4870.97s -> 4880.97s]  Wait is it a four-player shoot the people running at you game
[4897.81s -> 4904.73s]  Redfall Massachusetts behind me. We are witnessing clear signs of cult activity as the locals
[4909.53s -> 4918.69s]  I wasn't why somebody does have to be vlogging. I was just here to record a vlog and I accidentally ended up shooting them all
[4919.97s -> 4923.24s]  America
[4927.97s -> 4934.75s]  It is it's a four-player shoot the people running at you game
[4969.68s -> 4971.68s]  No, let's go off to
[4973.88s -> 4977.92s]  Somebody says can we mute the Diablo 2 nerd that hates everything
[4979.82s -> 4988.67s]  Are you talking about me you're talking about him? I don't know people don't like me you should mute me
[4992.02s -> 4993.66s]  Both of you
[4993.66s -> 5001.08s]  Yeah, I don't hate everything you see my pog face during slime rancher 2
[5001.64s -> 5010.44s]  I'm willing to give arcane studios the benefit of doubt on anything, but like these types of characters. I don't know
[5011.90s -> 5017.90s]  They set a certain tone for a game that I don't expect to like and also by the way, no gameplay. No, but
[5018.38s -> 5031.14s]  This is oh, it's not gameplay. I don't know why I thought this was gameplay. I was like, oh game. It's worked. Oh
[5033.26s -> 5039.10s]  Yes, this gameplay I'm actually really impressed now all in engine footage. This is great
[5039.50s -> 5050.60s]  Every game has to have a sniper. I get it. Every game has the rocket launcher and every Bethesda game has to have a little robot
[5050.98s -> 5056.26s]  Yeah, and it takes place on earth. I know this no no, that's not Bethesda. That's gearbox. What am I talking about?
[5056.82s -> 5071.35s]  Wait, is it there's a little robot in every Bethesda game too. No, I'm thinking of um, what's the game with Peter Dinklage?
[5071.95s -> 5080.90s]  The game with Peter Dinklage. Yeah, it's in the game. Yeah when he replaced him because his voice lines were so bad
[5082.43s -> 5084.43s]  Destiny. Yeah. Yeah
[5084.75s -> 5088.15s]  That's a little remind me that just every time I see like a little robot, dude
[5088.59s -> 5095.24s]  The one the first vampire guide looked like the outsider
[5096.34s -> 5097.62s]  from
[5097.62s -> 5099.94s]  Dishonored I was confused. I thought they were doing like
[5100.62s -> 5106.44s]  Like a PlayStation all-stars mashup and that robot was from like some game. I don't know
[5111.36s -> 5117.81s]  Destiny's fun though, isn't it? Oh, just nice fun though in it. It is. No, it's I'm serious. Like isn't it?
