[5.24s -> 15.18s]  Here we go. Oh man, that was not a good idea.
[2144.01s -> 2150.43s]  Let's go speed run you what you guys want to talk about a speed run
[2150.43s -> 2161.10s]  I mean, come on speed run right now that got 32 minutes. We're talking about a speed run lust and you are gone
[2161.30s -> 2169.10s]  Don't know what this does. Are you a wizard? No, I'm not but this only lasts
[2169.10s -> 2178.54s]  I believe like a minute or so or a room or two. So I'm okay with this actually. I hope it wears off
[2178.54s -> 2186.22s]  You know what? I don't I don't I don't thank goodness you blocked that fly or maybe it was the bandage
[2186.40s -> 2201.18s]  Guys taking a lot of damage geez. Oh, that's cuz he's like a mini boss finally at war off right when we get to the boss
[2201.18s -> 2205.81s]  I'm going right in guys. I'm not wasting any time because I might be able to get this to
[2205.91s -> 2207.54s]  To
[2207.54s -> 2217.08s]  One of the harder places which would be cool. See you later. And we also another damage up. Holy shit
[2217.08s -> 2224.94s]  I'm I must be at man. I'm at max damage. There's no way I wouldn't be I love how you can just do that
[2224.98s -> 2233.31s]  Hey, you ever play like the game binding of Isaac before it just press the space bar with coins with the damage up items
[2234.03s -> 2245.28s]  You win the game. Whoa, that didn't happen instantly. I thought they were all gonna die got my coins up again, which is good
[2245.50s -> 2257.61s]  Don't even want to deal with you don't want to deal with you don't want to deal with this room either
[2257.61s -> 2265.06s]  So yeah, but I do want this chest. I would be singing a totally different tune guys if
[2266.10s -> 2275.03s]  Yeah, I don't want screw that I would be singing a completely different tune if I didn't have this item and look at all these
[2275.95s -> 2282.41s]  These coins they want me to win. They want me to win this
[2284.74s -> 2291.88s]  They I the binding of Isaac gods have determined that I'm going to win that's what they've decided today
[2292.12s -> 2299.75s]  We're just gonna go. Let's go mom's heart. Oh, hey, look guys like I'm playing the game
[2306.12s -> 2309.89s]  No, we don't have an opportunity to go to
[2311.43s -> 2313.67s]  one of the other places like heaven or
[2314.35s -> 2321.68s]  Or the chest or whatever or shull shale shull. How is it pronounced? Well, yeah, that that's uh, what is it? 35 minutes?
[2321.68s -> 2325.68s]  That's not that bad. I'm not bad for a beginner
